timestamp,Ct,prediction,anomalyScore
2007-11-15 00:00:00,0.81,0.819,7.6057750552092944
2007-11-16 00:00:00,0.804,0.875,0.84510186032216661
2007-11-17 00:00:00,0.851,1.0,0.75936593674702135
2007-11-18 00:00:00,0.812,0.811,2.4409979260281145
2007-11-19 00:00:00,0.8,0.816,7.0387009408063497
2007-11-20 00:00:00,0.795,0.815,3.4933070706079192
2007-11-21 00:00:00,0.783,0.809,2.4056707409251499
2007-11-22 00:00:00,0.85,0.816,4.3072433545075608
2007-11-23 00:00:00,0.798,0.875,0.70940399798506504
2007-11-24 00:00:00,0.888,0.864,1.3219231321052216
2007-11-25 00:00:00,0.913,0.809,2.2258234823635719
2007-11-26 00:00:00,0.782,0.816,5.2818285753416419
2007-11-27 00:00:00,0.791,0.816,2.9661171643986992
2007-11-28 00:00:00,0.816,0.809,2.7964440485069844
2007-11-29 00:00:00,0.803,0.819,3.3021857769081993
2007-11-30 00:00:00,0.805,0.875,0.90486467114041458
2007-12-01 00:00:00,0.881,1.0,0.62124761755967761
2007-12-02 00:00:00,0.905,0.816,3.2252332462214
2007-12-03 00:00:00,0.785,0.816,4.0578926017339825
2007-12-04 00:00:00,0.792,0.815,5.9183268282344716
2007-12-05 00:00:00,0.808,0.816,4.3627246261950345
2007-12-06 00:00:00,0.795,0.819,8.6090643342350344
2007-12-07 00:00:00,0.8,0.875,0.9863370728469899
2007-12-08 00:00:00,0.893,0.864,0.70267401720885003
2007-12-09 00:00:00,0.978,0.812,4.5113084825561112
2007-12-10 00:00:00,0.78,0.816,18.546866525943408
2007-12-11 00:00:00,0.781,0.816,5.3433854488440176
2007-12-12 00:00:00,0.801,0.816,4.7395358555466043
2007-12-13 00:00:00,0.75,0.819,7.8406516267745658
2007-12-14 00:00:00,0.754,0.875,0.83662907152174359
2007-12-15 00:00:00,0.902,0.864,0.82229592024262377
2007-12-16 00:00:00,0.722,0.816,3.392547458407825
2007-12-17 00:00:00,0.77,0.812,4.4257960169441857
2007-12-18 00:00:00,0.779,0.816,6.8485068176872401
2007-12-19 00:00:00,0.792,0.83,3.0900660144339351
2007-12-20 00:00:00,0.778,0.819,5.1844814185925641
2007-12-21 00:00:00,0.77,0.901,2.0763207833611346
2007-12-22 00:00:00,0.894,0.885,0.89955883695475558
2007-12-23 00:00:00,0.852,0.812,2.5233684323262704
2007-12-24 00:00:00,0.79,0.803,0.6182232183650036
2007-12-26 00:00:00,0.801,0.803,1.1652477950229367
2007-12-27 00:00:00,0.801,0.816,4.0457335885825545
